taxon_name,url,original_name,aligned_name,accepted_name,taxon_rank,taxonomic_status,aligned_reason
Cryptocarya glaucescens,http://eflora.nt.gov.au/factsheet?id=26313,Cryptocarya glaucescens,Cryptocarya glaucescens,Cryptocarya glaucescens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Garcinia jensenii,http://eflora.nt.gov.au/factsheet?id=26314,Garcinia riparia,Garcinia riparia,Garcinia jensenii,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Omphalea papuana,http://eflora.nt.gov.au/factsheet?id=26315,Omphalea papuana,Omphalea papuana,Omphalea papuana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Rourea brachyandra,http://eflora.nt.gov.au/factsheet?id=26317,Rourea brachyandra,Rourea brachyandra,Rourea brachyandra,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Pycnarrhena ozantha,http://eflora.nt.gov.au/factsheet?id=26318,Pycnarrhena ozantha,Pycnarrhena ozantha,Pycnarrhena ozantha,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Euodia pubifolia,http://eflora.nt.gov.au/factsheet?id=26319,Euodia pubifolia,Euodia pubifolia,Euodia pubifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26321,Leptobryum pyriforme,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26323,Anomobryum lanatum,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26328,Camptochaete ramulosa,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26333,Riccia bifurca,Rinzia sp. [Riccia bifurca],NA,genus,genus accepted,Fuzzy match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26335,Hyophila involuta,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26342,Erpodium coronatum,Erodium sp. [Erpodium coronatum],NA,genus,genus accepted,Fuzzy match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26345,Calymperes graeffeanum,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26348,Lejeunea primordialis,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26349,Telaranea dispar,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26350,Calymperes erosum,NA,NA,NA,unknown,NA
Phaleria chermsideana,http://eflora.nt.gov.au/factsheet?id=26354,Phaleria chermsideana,Phaleria chermsideana,Phaleria chermsideana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Glochidion hylandii,http://eflora.nt.gov.au/factsheet?id=26355,Glochidion hylandii,Glochidion hylandii,Glochidion hylandii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cleidion javanicum,http://eflora.nt.gov.au/factsheet?id=26357,Cleidion javanicum,Cleidion javanicum,Cleidion javanicum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Grevillea hilliana,http://eflora.nt.gov.au/factsheet?id=26358,Grevillea hilliana,Grevillea hilliana,Grevillea hilliana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Hodgkinsonia ovatiflora,http://eflora.nt.gov.au/factsheet?id=26359,Hodgkinsonia ovatiflora,Hodgkinsonia ovatiflora,Hodgkinsonia ovatiflora,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Acacia maidenii,http://eflora.nt.gov.au/factsheet?id=26360,Acacia maidenii,Acacia maidenii,Acacia maidenii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26363,Sargassum decurrens,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26367,Podomitrium phyllanthus,NA,NA,NA,unknown,NA
Cyclophyllum protractum,http://eflora.nt.gov.au/factsheet?id=26369,Cyclophyllum protractum,Cyclophyllum protractum,Cyclophyllum protractum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Daphnandra micrantha,http://eflora.nt.gov.au/factsheet?id=26370,Daphnandra micrantha,Daphnandra micrantha,Daphnandra micrantha,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Franciscodendron laurifolium,http://eflora.nt.gov.au/factsheet?id=26372,Franciscodendron laurifolium,Franciscodendron laurifolium,Franciscodendron laurifolium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Psychotria fitzalanii,http://eflora.nt.gov.au/factsheet?id=26375,Psychotria fitzalanii,Psychotria fitzalanii,Psychotria fitzalanii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26377,Riccia abdita,Rinzia sp. [Riccia abdita],NA,genus,genus accepted,Fuzzy match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
Xanthostemon verticillatus,http://eflora.nt.gov.au/factsheet?id=26378,Xanthostemon verticillatus,Xanthostemon verticillatus,Xanthostemon verticillatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Agathis microstachya,http://eflora.nt.gov.au/factsheet?id=26380,Agathis microstachya,Agathis microstachya,Agathis microstachya,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Streblus pendulinus,http://eflora.nt.gov.au/factsheet?id=26381,Streblus pendulinus,Streblus pendulinus,Streblus pendulinus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Castanospora alphandii,http://eflora.nt.gov.au/factsheet?id=26383,Castanospora alphandii,Castanospora alphandii,Castanospora alphandii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Pecteilis halata,http://eflora.nt.gov.au/factsheet?id=26385,Habenaria halata,Habenaria halata,Pecteilis halata,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Strobilanthes alternata,http://eflora.nt.gov.au/factsheet?id=26386,Hemigraphis alternata,Hemigraphis alternata,Strobilanthes alternata,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Myrsine rubiginosa,http://eflora.nt.gov.au/factsheet?id=26387,Myrsine rubiginosa,Myrsine rubiginosa,Myrsine rubiginosa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Androcalva pedleyi,http://eflora.nt.gov.au/factsheet?id=26388,Androcalva pedleyi,Androcalva pedleyi,Androcalva pedleyi,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Acacia tingoorensis,http://eflora.nt.gov.au/factsheet?id=26389,Acacia tingoorensis,Acacia tingoorensis,Acacia tingoorensis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Shonia tristigma,http://eflora.nt.gov.au/factsheet?id=26391,Shonia tristigma,Shonia tristigma,Shonia tristigma,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dimocarpus australianus,http://eflora.nt.gov.au/factsheet?id=26394,Dimocarpus australianus,Dimocarpus australianus,Dimocarpus australianus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cryptocarya nova-anglica,http://eflora.nt.gov.au/factsheet?id=26395,Cryptocarya nova-anglica,Cryptocarya nova-anglica,Cryptocarya nova-anglica,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Opisthiolepis heterophylla,http://eflora.nt.gov.au/factsheet?id=26397,Opisthiolepis heterophylla,Opisthiolepis heterophylla,Opisthiolepis heterophylla,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26398,Spermacoce confusa,Spermacoce sp. [Spermacoce confusa],NA,genus,genus accepted,Exact match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
Glochidion philippicum,http://eflora.nt.gov.au/factsheet?id=26399,Glochidion philippicum,Glochidion philippicum,Glochidion philippicum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Helicia grayi,http://eflora.nt.gov.au/factsheet?id=26400,Helicia grayi,Helicia grayi,Helicia grayi,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Acacia corusca,http://eflora.nt.gov.au/factsheet?id=26401,Acacia corusca,Acacia corusca,Acacia corusca,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Strobilanthes linearifolia,http://eflora.nt.gov.au/factsheet?id=26403,Hemigraphis ciliata,Hemigraphis ciliata,Strobilanthes linearifolia,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Melicope bonwickii,http://eflora.nt.gov.au/factsheet?id=26404,Melicope bonwickii,Melicope bonwickii,Melicope bonwickii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Baeckea leptocaulis,http://eflora.nt.gov.au/factsheet?id=26405,Baeckea leptocaulis,Baeckea leptocaulis,Baeckea leptocaulis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Urtica incisa,http://eflora.nt.gov.au/factsheet?id=26406,Urtica incisa,Urtica incisa,Urtica incisa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Blandfordia punicea,http://eflora.nt.gov.au/factsheet?id=26407,Blandfordia punicea,Blandfordia punicea,Blandfordia punicea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Austromuellera valida,http://eflora.nt.gov.au/factsheet?id=26408,Austromuellera valida,Austromuellera valida,Austromuellera valida,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gossia myrsinocarpa,http://eflora.nt.gov.au/factsheet?id=26409,Gossia myrsinocarpa,Gossia myrsinocarpa,Gossia myrsinocarpa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26411,Fimbristylis sp. Brian Creek,Fimbristylis sp. [Fimbristylis sp. Brian Creek],NA,genus,genus accepted,Exact match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
Neoalsomitra clavigera,http://eflora.nt.gov.au/factsheet?id=26412,Neoalsomitra clavigera,Neoalsomitra clavigera,Neoalsomitra clavigera,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Agathis atropurpurea,http://eflora.nt.gov.au/factsheet?id=26413,Agathis atropurpurea,Agathis atropurpurea,Agathis atropurpurea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26414,Syrrhopodon gardneri,NA,NA,NA,unknown,NA
Psydrax montigena,http://eflora.nt.gov.au/factsheet?id=26415,Psydrax montigena,Psydrax montigena,Psydrax montigena,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ichnocarpus rhombifolius,http://eflora.nt.gov.au/factsheet?id=26417,Ichnocarpus rhombifolius,Ichnocarpus rhombifolius,Ichnocarpus rhombifolius,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Heptapleurum ellipticum,http://eflora.nt.gov.au/factsheet?id=26419,Schefflera elliptica,Schefflera elliptica,Heptapleurum ellipticum,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Salicornia blackiana,http://eflora.nt.gov.au/factsheet?id=26421,Salicornia blackiana,Salicornia blackiana,Salicornia blackiana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ptilotus psilorhachis,http://eflora.nt.gov.au/factsheet?id=26422,Ptilotus psilorhachis,Ptilotus psilorhachis,Ptilotus psilorhachis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26423,Radulina borbonica,NA,NA,NA,unknown,NA
Tephrosia sp. Tee Dee Hills (P.S.Brocklehurst 606),http://eflora.nt.gov.au/factsheet?id=26424,Tephrosia sp. Tee Dee Hills,Tephrosia sp. Tee Dee Hills (P.S.Brocklehurst 606),Tephrosia sp. Tee Dee Hills (P.S.Brocklehurst 606),species,accepted,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-01-08)
